dataset,scope,window_size,step,scope_trace_index,global_trace_index,boundary_case_id,boundary_time,boundary_year_week,jsd_score,threshold,score_ratio,is_selected_peak
BPI Challenge 2017,Limit raise,300,10,1710,14342,Application_170263999,2016-07-01T10:34:55.672000+00:00,2016-W26,0.0193750479,0.0190477147,1.017185,False
BPI Challenge 2017,Limit raise,300,10,1720,14391,Application_1309910687,2016-07-01T14:40:04.989000+00:00,2016-W26,0.0183404508,0.0190477147,0.962869,False
BPI Challenge 2017,Limit raise,300,10,1730,14614,Application_170853066,2016-07-04T10:45:15.131000+00:00,2016-W27,0.0179254227,0.0190477147,0.94108,False
BPI Challenge 2017,Limit raise,300,10,1740,14661,Application_363979314,2016-07-04T14:20:03.022000+00:00,2016-W27,0.0169242961,0.0190477147,0.888521,False
BPI Challenge 2017,Limit raise,300,10,1750,14743,Application_2133432057,2016-07-05T07:05:57.717000+00:00,2016-W27,0.0179840741,0.0190477147,0.944159,False
BPI Challenge 2017,Limit raise,300,10,1760,14827,Application_1449909064,2016-07-05T17:04:18.318000+00:00,2016-W27,0.0185878118,0.0190477147,0.975855,False
BPI Challenge 2017,Limit raise,300,10,1770,14942,Application_1655325505,2016-07-06T15:30:52.229000+00:00,2016-W27,0.0192084985,0.0190477147,1.008441,False
BPI Challenge 2017,Limit raise,300,10,1780,15099,Application_1073743483,2016-07-08T07:34:29.328000+00:00,2016-W27,0.0184693191,0.0190477147,0.969634,False
BPI Challenge 2017,Limit raise,300,10,1790,15157,Application_1695584545,2016-07-08T14:22:16.724000+00:00,2016-W27,0.0173712833,0.0190477147,0.911988,False
BPI Challenge 2017,Limit raise,300,10,1800,15312,Application_1405848861,2016-07-11T08:15:48.575000+00:00,2016-W28,0.0166182306,0.0190477147,0.872453,False
BPI Challenge 2017,Limit raise,300,10,1810,15381,Application_1602818108,2016-07-11T13:21:53.997000+00:00,2016-W28,0.0167026515,0.0190477147,0.876885,False
BPI Challenge 2017,Limit raise,300,10,1820,15411,Application_92397272,2016-07-11T15:10:04.265000+00:00,2016-W28,0.0150249137,0.0190477147,0.788804,False
BPI Challenge 2017,Limit raise,300,10,1830,15489,Application_892756312,2016-07-12T09:49:32.414000+00:00,2016-W28,0.0155795394,0.0190477147,0.817922,False
BPI Challenge 2017,Limit raise,300,10,1840,15623,Application_1122987607,2016-07-13T11:40:50.180000+00:00,2016-W28,0.0138456858,0.0190477147,0.726895,False
BPI Challenge 2017,Limit raise,300,10,1850,15711,Application_1805477322,2016-07-14T07:50:58.415000+00:00,2016-W28,0.0145749087,0.0190477147,0.765179,False
BPI Challenge 2017,Limit raise,300,10,1860,15828,Application_1669332371,2016-07-15T07:28:30.782000+00:00,2016-W28,0.0131037269,0.0190477147,0.687942,False
BPI Challenge 2017,Limit raise,300,10,1870,15895,Application_81830869,2016-07-15T14:50:36.751000+00:00,2016-W28,0.0126422515,0.0190477147,0.663715,False
BPI Challenge 2017,Limit raise,300,10,1880,15957,Application_695774784,2016-07-16T12:31:00.593000+00:00,2016-W28,0.0132149325,0.0190477147,0.69378,False
BPI Challenge 2017,Limit raise,300,10,1890,16056,Application_1297544801,2016-07-18T07:54:07.014000+00:00,2016-W29,0.0131882608,0.0190477147,0.69238,False
BPI Challenge 2017,Limit raise,300,10,1900,16175,Application_282421711,2016-07-19T06:21:00.012000+00:00,2016-W29,0.0139550777,0.0190477147,0.732638,False
BPI Challenge 2017,Limit raise,300,10,1910,16281,Application_507950555,2016-07-20T10:00:19.720000+00:00,2016-W29,0.0126727616,0.0190477147,0.665317,False
BPI Challenge 2017,Limit raise,300,10,1920,16337,Application_1604379174,2016-07-20T17:00:40.890000+00:00,2016-W29,0.012902301,0.0190477147,0.677367,False
BPI Challenge 2017,Limit raise,300,10,1930,16384,Application_1049158506,2016-07-21T09:24:26.884000+00:00,2016-W29,0.0108608398,0.0190477147,0.570191,False
BPI Challenge 2017,Limit raise,300,10,1940,16468,Application_347687299,2016-07-22T06:18:11.993000+00:00,2016-W29,0.0101485056,0.0190477147,0.532794,False
BPI Challenge 2017,Limit raise,300,10,1950,16636,Application_238970379,2016-07-25T06:54:24.493000+00:00,2016-W30,0.0097863686,0.0190477147,0.513782,False
BPI Challenge 2017,Limit raise,300,10,1960,16743,Application_319664833,2016-07-25T16:37:08.240000+00:00,2016-W30,0.0107144516,0.0190477147,0.562506,False
BPI Challenge 2017,Limit raise,300,10,1970,16802,Application_470660347,2016-07-26T09:43:44.679000+00:00,2016-W30,0.0091217366,0.0190477147,0.478889,False
BPI Challenge 2017,Limit raise,300,10,1980,16949,Application_1608654669,2016-07-27T13:27:20.947000+00:00,2016-W30,0.0086837619,0.0190477147,0.455895,False
BPI Challenge 2017,Limit raise,300,10,1990,16983,Application_1443028801,2016-07-27T16:53:13.015000+00:00,2016-W30,0.0085098206,0.0190477147,0.446763,False
BPI Challenge 2017,Limit raise,300,10,2000,17193,Application_26160493,2016-07-29T14:17:56.652000+00:00,2016-W30,0.0085032327,0.0190477147,0.446417,False
BPI Challenge 2017,Limit raise,300,10,2010,17291,Application_1171975334,2016-07-30T14:58:46.411000+00:00,2016-W30,0.0084145423,0.0190477147,0.441761,False
BPI Challenge 2017,Limit raise,300,10,2020,17379,Application_1853350634,2016-08-01T09:28:42.297000+00:00,2016-W31,0.0083421581,0.0190477147,0.437961,False
BPI Challenge 2017,Limit raise,300,10,2030,17446,Application_887828275,2016-08-01T15:35:16.203000+00:00,2016-W31,0.0074165761,0.0190477147,0.389368,False
BPI Challenge 2017,Limit raise,300,10,2040,17529,Application_1388870329,2016-08-02T11:39:26.014000+00:00,2016-W31,0.0066136239,0.0190477147,0.347214,False
BPI Challenge 2017,Limit raise,300,10,2050,17603,Application_1232662610,2016-08-03T06:29:19.114000+00:00,2016-W31,0.0070542924,0.0190477147,0.370348,False
BPI Challenge 2017,Limit raise,300,10,2060,17715,Application_1664936050,2016-08-03T18:27:46.430000+00:00,2016-W31,0.0062392545,0.0190477147,0.327559,False
BPI Challenge 2017,Limit raise,300,10,2070,17870,Application_2013360526,2016-08-05T10:07:10.125000+00:00,2016-W31,0.0066379747,0.0190477147,0.348492,False
BPI Challenge 2017,Limit raise,300,10,2080,17960,Application_146046612,2016-08-06T08:40:41.176000+00:00,2016-W31,0.0055145334,0.0190477147,0.289512,False
BPI Challenge 2017,Limit raise,300,10,2090,18074,Application_2094250791,2016-08-08T09:29:15.960000+00:00,2016-W32,0.0060044494,0.0190477147,0.315232,False
BPI Challenge 2017,Limit raise,300,10,2100,18139,Application_1714792492,2016-08-08T16:00:13.228000+00:00,2016-W32,0.0070998647,0.0190477147,0.372741,False
BPI Challenge 2017,Limit raise,300,10,2110,18228,Application_22906336,2016-08-09T12:37:13.605000+00:00,2016-W32,0.0077500841,0.0190477147,0.406877,False
BPI Challenge 2017,Limit raise,300,10,2120,18330,Application_515080942,2016-08-10T12:24:12.638000+00:00,2016-W32,0.0082424012,0.0190477147,0.432724,False
BPI Challenge 2017,Limit raise,300,10,2130,18413,Application_627566647,2016-08-11T08:05:41.637000+00:00,2016-W32,0.0070080518,0.0190477147,0.367921,False
BPI Challenge 2017,Limit raise,300,10,2140,18545,Application_1036066673,2016-08-12T08:08:14.484000+00:00,2016-W32,0.0068970614,0.0190477147,0.362094,False
BPI Challenge 2017,Limit raise,300,10,2150,18637,Application_2041776868,2016-08-13T08:27:42.512000+00:00,2016-W32,0.0077456985,0.0190477147,0.406647,False
BPI Challenge 2017,Limit raise,300,10,2160,18781,Application_870952735,2016-08-15T11:09:21.910000+00:00,2016-W33,0.0080041722,0.0190477147,0.420217,False
BPI Challenge 2017,Limit raise,300,10,2170,18805,Application_992420778,2016-08-15T13:15:28.068000+00:00,2016-W33,0.0083600784,0.0190477147,0.438902,False
BPI Challenge 2017,Limit raise,300,10,2180,18932,Application_524749093,2016-08-16T18:06:39.464000+00:00,2016-W33,0.0083391027,0.0190477147,0.437801,False
BPI Challenge 2017,Limit raise,300,10,2190,19024,Application_1144879883,2016-08-17T14:17:42.485000+00:00,2016-W33,0.0087796375,0.0190477147,0.460929,False
BPI Challenge 2017,Limit raise,300,10,2200,19126,Application_1887815302,2016-08-18T11:47:04.424000+00:00,2016-W33,0.0099188201,0.0190477147,0.520735,False
BPI Challenge 2017,Limit raise,300,10,2210,19177,Application_903361547,2016-08-19T06:43:27.592000+00:00,2016-W33,0.008846973,0.0190477147,0.464464,False
BPI Challenge 2017,Limit raise,300,10,2220,19247,Application_2010799641,2016-08-19T18:43:06.611000+00:00,2016-W33,0.0085455678,0.0190477147,0.44864,False
BPI Challenge 2017,Limit raise,300,10,2230,19417,Application_1847299616,2016-08-22T12:34:05.136000+00:00,2016-W34,0.0087646333,0.0190477147,0.460141,False
BPI Challenge 2017,Limit raise,300,10,2240,19501,Application_832298180,2016-08-23T06:31:00.560000+00:00,2016-W34,0.0096181638,0.0190477147,0.504951,False
BPI Challenge 2017,Limit raise,300,10,2250,19661,Application_183205870,2016-08-24T15:28:53.976000+00:00,2016-W34,0.0105635262,0.0190477147,0.554582,False
BPI Challenge 2017,Limit raise,300,10,2260,19729,Application_708803408,2016-08-25T10:25:40.859000+00:00,2016-W34,0.011800779,0.0190477147,0.619538,False
BPI Challenge 2017,Limit raise,300,10,2270,19793,Application_1545822476,2016-08-25T18:12:06.369000+00:00,2016-W34,0.0104951715,0.0190477147,0.550994,False
BPI Challenge 2017,Limit raise,300,10,2280,19886,Application_137496053,2016-08-26T18:13:47.929000+00:00,2016-W34,0.0095498814,0.0190477147,0.501366,False
BPI Challenge 2017,Limit raise,300,10,2290,20032,Application_916799923,2016-08-29T08:12:11.284000+00:00,2016-W35,0.0092493299,0.0190477147,0.485587,False
BPI Challenge 2017,Limit raise,300,10,2300,20109,Application_1447372587,2016-08-29T14:02:58.212000+00:00,2016-W35,0.009535676,0.0190477147,0.50062,False
BPI Challenge 2017,Limit raise,300,10,2310,20156,Application_959459897,2016-08-29T18:40:32.840000+00:00,2016-W35,0.0097750044,0.0190477147,0.513185,False
BPI Challenge 2017,Limit raise,300,10,2320,20207,Application_470835265,2016-08-30T10:03:18.222000+00:00,2016-W35,0.0093515863,0.0190477147,0.490956,False
BPI Challenge 2017,Limit raise,300,10,2330,20249,Application_12723507,2016-08-30T13:56:44.116000+00:00,2016-W35,0.0095810791,0.0190477147,0.503004,False
BPI Challenge 2017,Limit raise,300,10,2340,20329,Application_417790922,2016-08-31T09:21:12.176000+00:00,2016-W35,0.0093809522,0.0190477147,0.492498,False
BPI Challenge 2017,Limit raise,300,10,2350,20443,Application_711725234,2016-09-01T08:00:50.527000+00:00,2016-W35,0.0092702838,0.0190477147,0.486687,False
BPI Challenge 2017,Limit raise,300,10,2360,20555,Application_1951854639,2016-09-02T07:23:00.374000+00:00,2016-W35,0.0094702374,0.0190477147,0.497185,False
BPI Challenge 2017,Limit raise,300,10,2370,20590,Application_1839068775,2016-09-02T10:07:13.914000+00:00,2016-W35,0.0086907415,0.0190477147,0.456262,False
BPI Challenge 2017,Limit raise,300,10,2380,20680,Application_31979019,2016-09-03T08:55:56.066000+00:00,2016-W35,0.0079710243,0.0190477147,0.418477,False
BPI Challenge 2017,Limit raise,300,10,2390,20819,Application_855238993,2016-09-05T09:15:36.681000+00:00,2016-W36,0.0077249949,0.0190477147,0.40556,False
BPI Challenge 2017,Limit raise,300,10,2400,20866,Application_166365664,2016-09-05T14:03:14.069000+00:00,2016-W36,0.0092257291,0.0190477147,0.484348,False
BPI Challenge 2017,Limit raise,300,10,2410,20953,Application_1031423845,2016-09-06T09:48:12.243000+00:00,2016-W36,0.0086557481,0.0190477147,0.454424,False
BPI Challenge 2017,Limit raise,300,10,2420,21178,Application_1158659284,2016-09-08T11:28:23.317000+00:00,2016-W36,0.0093330632,0.0190477147,0.489983,False
BPI Challenge 2017,Limit raise,300,10,2430,21276,Application_606337459,2016-09-09T09:44:46.077000+00:00,2016-W36,0.0089469155,0.0190477147,0.469711,False
BPI Challenge 2017,Limit raise,300,10,2440,21333,Application_965710730,2016-09-09T15:30:26.231000+00:00,2016-W36,0.0091163061,0.0190477147,0.478604,False
BPI Challenge 2017,Limit raise,300,10,2450,21480,Application_539943438,2016-09-12T07:49:31.567000+00:00,2016-W37,0.0087844836,0.0190477147,0.461183,False
BPI Challenge 2017,Limit raise,300,10,2460,21502,Application_1402039815,2016-09-12T08:49:43.879000+00:00,2016-W37,0.0082663682,0.0190477147,0.433982,False
BPI Challenge 2017,Limit raise,300,10,2470,21548,Application_1808715512,2016-09-12T12:27:06.996000+00:00,2016-W37,0.0089787921,0.0190477147,0.471384,False
BPI Challenge 2017,Limit raise,300,10,2480,21664,Application_509887444,2016-09-13T12:26:58.291000+00:00,2016-W37,0.0078954172,0.0190477147,0.414507,False
BPI Challenge 2017,Limit raise,300,10,2490,21746,Application_1628380935,2016-09-14T08:20:42.288000+00:00,2016-W37,0.0071322255,0.0190477147,0.37444,False
BPI Challenge 2017,Limit raise,300,10,2500,21881,Application_1739393099,2016-09-15T09:42:51.034000+00:00,2016-W37,0.0066851396,0.0190477147,0.350968,False
BPI Challenge 2017,Limit raise,300,10,2510,22021,Application_1923705639,2016-09-16T12:28:55.027000+00:00,2016-W37,0.0075270058,0.0190477147,0.395166,False
BPI Challenge 2017,Limit raise,300,10,2520,22038,Application_274061829,2016-09-16T13:28:33.034000+00:00,2016-W37,0.0073168276,0.0190477147,0.384132,False
BPI Challenge 2017,Limit raise,300,10,2530,22238,Application_2052500677,2016-09-19T10:22:54.244000+00:00,2016-W38,0.007009405,0.0190477147,0.367992,False
BPI Challenge 2017,Limit raise,300,10,2540,22284,Application_1978831126,2016-09-19T13:46:28.657000+00:00,2016-W38,0.0070591221,0.0190477147,0.370602,False
BPI Challenge 2017,Limit raise,300,10,2550,22377,Application_1627074399,2016-09-20T09:01:16.616000+00:00,2016-W38,0.0068031636,0.0190477147,0.357164,False
BPI Challenge 2017,Limit raise,300,10,2560,22493,Application_250395760,2016-09-21T07:24:33.324000+00:00,2016-W38,0.0060363795,0.0190477147,0.316908,False
BPI Challenge 2017,Limit raise,300,10,2570,22682,Application_22921733,2016-09-22T14:31:34.526000+00:00,2016-W38,0.0064738517,0.0190477147,0.339876,False
BPI Challenge 2017,Limit raise,300,10,2580,22792,Application_56402689,2016-09-23T15:45:33.964000+00:00,2016-W38,0.0064775752,0.0190477147,0.340071,False
BPI Challenge 2017,Limit raise,300,10,2590,23011,Application_308095854,2016-09-26T13:00:31.140000+00:00,2016-W39,0.0073017206,0.0190477147,0.383338,False
BPI Challenge 2017,Limit raise,300,10,2600,23065,Application_2138666881,2016-09-26T17:56:41.307000+00:00,2016-W39,0.0081908315,0.0190477147,0.430016,False
BPI Challenge 2017,Limit raise,300,10,2610,23232,Application_944606246,2016-09-28T11:34:51.495000+00:00,2016-W39,0.0088794592,0.0190477147,0.466169,False
BPI Challenge 2017,Limit raise,300,10,2620,23337,Application_700306928,2016-09-29T12:29:14.724000+00:00,2016-W39,0.0086116871,0.0190477147,0.452111,False
BPI Challenge 2017,Limit raise,300,10,2630,23436,Application_2147356192,2016-09-30T12:54:34.587000+00:00,2016-W39,0.0080574099,0.0190477147,0.423012,False
BPI Challenge 2017,Limit raise,300,10,2640,23486,Application_919807065,2016-10-01T10:02:05.316000+00:00,2016-W39,0.0077059453,0.0190477147,0.40456,False
BPI Challenge 2017,Limit raise,300,10,2650,23610,Application_253831222,2016-10-03T10:06:52.656000+00:00,2016-W40,0.0082563091,0.0190477147,0.433454,False
BPI Challenge 2017,Limit raise,300,10,2660,23632,Application_1936831272,2016-10-03T10:47:33.497000+00:00,2016-W40,0.0085998008,0.0190477147,0.451487,False
BPI Challenge 2017,Limit raise,300,10,2670,23776,Application_761255267,2016-10-04T11:43:02.044000+00:00,2016-W40,0.008081041,0.0190477147,0.424253,False
BPI Challenge 2017,Limit raise,300,10,2680,23865,Application_1615509090,2016-10-05T07:58:38.817000+00:00,2016-W40,0.0074172538,0.0190477147,0.389404,False
BPI Challenge 2017,Limit raise,300,10,2690,23988,Application_198167506,2016-10-06T09:55:11.441000+00:00,2016-W40,0.0079583255,0.0190477147,0.41781,False
BPI Challenge 2017,Limit raise,300,10,2700,24098,Application_1410406047,2016-10-07T08:11:16.318000+00:00,2016-W40,0.0086385937,0.0190477147,0.453524,False
BPI Challenge 2017,Limit raise,300,10,2710,24217,Application_1045162022,2016-10-08T10:33:07.161000+00:00,2016-W40,0.0075771548,0.0190477147,0.397799,False
BPI Challenge 2017,Limit raise,300,10,2720,24315,Application_1992867148,2016-10-10T07:27:41.565000+00:00,2016-W41,0.0089182674,0.0190477147,0.468207,False
BPI Challenge 2017,Limit raise,300,10,2730,24440,Application_101281963,2016-10-11T07:57:11.031000+00:00,2016-W41,0.0089474515,0.0190477147,0.469739,False
BPI Challenge 2017,Limit raise,300,10,2740,24512,Application_263050310,2016-10-11T17:09:04.687000+00:00,2016-W41,0.0092323827,0.0190477147,0.484698,False
BPI Challenge 2017,Limit raise,300,10,2750,24690,Application_1471003921,2016-10-13T09:24:37.310000+00:00,2016-W41,0.0076282002,0.0190477147,0.400478,False
BPI Challenge 2017,Limit raise,300,10,2760,24787,Application_159634573,2016-10-14T10:36:16.037000+00:00,2016-W41,0.0083256446,0.0190477147,0.437094,False
BPI Challenge 2017,Limit raise,300,10,2770,24868,Application_562058851,2016-10-15T09:07:23.177000+00:00,2016-W41,0.0087856848,0.0190477147,0.461246,False
BPI Challenge 2017,Limit raise,300,10,2780,24989,Application_1834596790,2016-10-17T09:22:30.189000+00:00,2016-W42,0.008782434,0.0190477147,0.461075,False
BPI Challenge 2017,Limit raise,300,10,2790,25042,Application_1433981627,2016-10-17T15:20:23.435000+00:00,2016-W42,0.0085925702,0.0190477147,0.451108,False
BPI Challenge 2017,Limit raise,300,10,2800,25096,Application_681746663,2016-10-18T06:08:53.012000+00:00,2016-W42,0.0087386495,0.0190477147,0.458777,False
BPI Challenge 2017,Limit raise,300,10,2810,25215,Application_1947622904,2016-10-19T08:23:12.725000+00:00,2016-W42,0.0092363261,0.0190477147,0.484905,False
BPI Challenge 2017,Limit raise,300,10,2820,25341,Application_1194664458,2016-10-20T07:58:06.419000+00:00,2016-W42,0.0096466707,0.0190477147,0.506448,False
BPI Challenge 2017,Limit raise,300,10,2830,25454,Application_1324680297,2016-10-21T09:41:28.980000+00:00,2016-W42,0.0100719299,0.0190477147,0.528774,False
BPI Challenge 2017,Limit raise,300,10,2840,25496,Application_2121050611,2016-10-21T13:22:12.599000+00:00,2016-W42,0.0099725179,0.0190477147,0.523555,False
BPI Challenge 2017,Limit raise,300,10,2850,25643,Application_1185560776,2016-10-24T07:11:39.339000+00:00,2016-W43,0.0086814074,0.0190477147,0.455772,False
BPI Challenge 2017,Limit raise,300,10,2860,25696,Application_764226645,2016-10-24T11:38:05.960000+00:00,2016-W43,0.0067835711,0.0190477147,0.356136,False
BPI Challenge 2017,Limit raise,300,10,2870,25814,Application_1474055956,2016-10-25T10:54:17.495000+00:00,2016-W43,0.0074702587,0.0190477147,0.392187,False
BPI Challenge 2017,Limit raise,300,10,2880,25930,Application_781442980,2016-10-26T10:24:17.326000+00:00,2016-W43,0.0073975981,0.0190477147,0.388372,False
BPI Challenge 2017,Limit raise,300,10,2890,26064,Application_247317164,2016-10-27T12:04:28.763000+00:00,2016-W43,0.0093099362,0.0190477147,0.488769,False
BPI Challenge 2017,Limit raise,300,10,2900,26172,Application_149591383,2016-10-28T13:54:25.803000+00:00,2016-W43,0.0095056864,0.0190477147,0.499046,False
BPI Challenge 2017,Limit raise,300,10,2910,26241,Application_1511779865,2016-10-29T12:50:10.014000+00:00,2016-W43,0.0093269004,0.0190477147,0.48966,False
BPI Challenge 2017,Limit raise,300,10,2920,26351,Application_2024244758,2016-10-31T10:47:58.992000+00:00,2016-W44,0.0093316192,0.0190477147,0.489908,False
BPI Challenge 2017,Limit raise,300,10,2930,26401,Application_998908852,2016-10-31T13:48:20.872000+00:00,2016-W44,0.0090041894,0.0190477147,0.472718,False
BPI Challenge 2017,Limit raise,300,10,2940,26547,Application_295551192,2016-11-01T15:23:17.914000+00:00,2016-W44,0.0085622196,0.0190477147,0.449514,False
BPI Challenge 2017,Limit raise,300,10,2950,26670,Application_1290314755,2016-11-02T17:26:19.930000+00:00,2016-W44,0.0092813587,0.0190477147,0.487269,False
BPI Challenge 2017,Limit raise,300,10,2960,26736,Application_1986875818,2016-11-03T10:52:18.374000+00:00,2016-W44,0.0097855829,0.0190477147,0.513741,False
BPI Challenge 2017,Limit raise,300,10,2970,26883,Application_1412655400,2016-11-04T17:44:44.635000+00:00,2016-W44,0.0095157712,0.0190477147,0.499575,False
BPI Challenge 2017,Limit raise,300,10,2980,27057,Application_339407729,2016-11-07T11:16:48.083000+00:00,2016-W45,0.0082205266,0.0190477147,0.431575,False
BPI Challenge 2017,Limit raise,300,10,2990,27108,Application_2020582584,2016-11-07T15:43:54.227000+00:00,2016-W45,0.0082064101,0.0190477147,0.430834,False
BPI Challenge 2017,Limit raise,300,10,3000,27189,Application_824325013,2016-11-08T12:41:41.790000+00:00,2016-W45,0.008338616,0.0190477147,0.437775,False
BPI Challenge 2017,Limit raise,300,10,3010,27284,Application_1562291654,2016-11-09T10:22:21.357000+00:00,2016-W45,0.0076104788,0.0190477147,0.399548,False
BPI Challenge 2017,Limit raise,300,10,3020,27437,Application_2003563740,2016-11-10T19:00:22.156000+00:00,2016-W45,0.0082135518,0.0190477147,0.431209,False
BPI Challenge 2017,Limit raise,300,10,3030,27653,Application_1213737526,2016-11-14T09:18:34.980000+00:00,2016-W46,0.008473076,0.0190477147,0.444834,False
BPI Challenge 2017,Limit raise,300,10,3040,27719,Application_1656792289,2016-11-14T15:34:58.171000+00:00,2016-W46,0.0081859801,0.0190477147,0.429762,False
BPI Challenge 2017,Limit raise,300,10,3050,27870,Application_764210003,2016-11-16T07:34:26.614000+00:00,2016-W46,0.0075371061,0.0190477147,0.395696,False
BPI Challenge 2017,Limit raise,300,10,3060,27969,Application_4725841,2016-11-17T09:10:16.306000+00:00,2016-W46,0.0081178945,0.0190477147,0.426187,False
BPI Challenge 2017,Limit raise,300,10,3070,28087,Application_894842968,2016-11-18T11:57:03.797000+00:00,2016-W46,0.0076586576,0.0190477147,0.402078,False
BPI Challenge 2017,Limit raise,300,10,3080,28164,Application_1974921440,2016-11-19T14:26:21.237000+00:00,2016-W46,0.0075457459,0.0190477147,0.39615,False
BPI Challenge 2017,Limit raise,500,10,500,3939,Application_622880437,2016-02-22T08:37:36.341000+00:00,2016-W08,0.0036290782,0.0189268118,0.191743,False
BPI Challenge 2017,Limit raise,500,10,510,3960,Application_596671911,2016-02-22T11:58:51.821000+00:00,2016-W08,0.0036816932,0.0189268118,0.194523,False
BPI Challenge 2017,Limit raise,500,10,520,4080,Application_2055465520,2016-02-23T14:10:36.907000+00:00,2016-W08,0.0041476108,0.0189268118,0.219139,False
BPI Challenge 2017,Limit raise,500,10,530,4148,Application_1041352861,2016-02-24T11:01:33.206000+00:00,2016-W08,0.0040727094,0.0189268118,0.215182,False
BPI Challenge 2017,Limit raise,500,10,540,4239,Application_208564412,2016-02-25T15:21:17.555000+00:00,2016-W08,0.0045614012,0.0189268118,0.241002,False
BPI Challenge 2017,Limit raise,500,10,550,4365,Application_1216638171,2016-02-27T09:04:45.247000+00:00,2016-W08,0.0047893791,0.0189268118,0.253047,False
BPI Challenge 2017,Limit raise,500,10,560,4479,Application_377270756,2016-02-29T08:37:52.178000+00:00,2016-W09,0.0051460401,0.0189268118,0.271892,False
BPI Challenge 2017,Limit raise,500,10,570,4500,Application_1670387503,2016-02-29T09:46:37.146000+00:00,2016-W09,0.0051968765,0.0189268118,0.274577,False
BPI Challenge 2017,Limit raise,500,10,580,4567,Application_1251582652,2016-02-29T16:24:48.262000+00:00,2016-W09,0.0053427886,0.0189268118,0.282287,False
BPI Challenge 2017,Limit raise,500,10,590,4630,Application_390294184,2016-03-01T10:09:04.037000+00:00,2016-W09,0.0054483875,0.0189268118,0.287866,False
BPI Challenge 2017,Limit raise,500,10,600,4711,Application_92918427,2016-03-02T07:57:51.055000+00:00,2016-W09,0.0053426696,0.0189268118,0.28228,False
BPI Challenge 2017,Limit raise,500,10,610,4761,Application_1484649551,2016-03-02T14:59:35.544000+00:00,2016-W09,0.0058169353,0.0189268118,0.307338,False
BPI Challenge 2017,Limit raise,500,10,620,4904,Application_1562817184,2016-03-04T10:51:07.260000+00:00,2016-W09,0.0054795182,0.0189268118,0.289511,False
BPI Challenge 2017,Limit raise,500,10,630,4997,Application_1571383880,2016-03-05T14:20:00.480000+00:00,2016-W09,0.0054501784,0.0189268118,0.287961,False
BPI Challenge 2017,Limit raise,500,10,640,5098,Application_425000640,2016-03-07T10:02:23.458000+00:00,2016-W10,0.0054390099,0.0189268118,0.287371,False
BPI Challenge 2017,Limit raise,500,10,650,5137,Application_1411379682,2016-03-07T14:51:33.939000+00:00,2016-W10,0.0058161416,0.0189268118,0.307296,False
BPI Challenge 2017,Limit raise,500,10,660,5254,Application_1585699297,2016-03-08T18:11:19.905000+00:00,2016-W10,0.0059191076,0.0189268118,0.312737,False
BPI Challenge 2017,Limit raise,500,10,670,5361,Application_938255668,2016-03-09T19:39:21.074000+00:00,2016-W10,0.0059534001,0.0189268118,0.314548,False
BPI Challenge 2017,Limit raise,500,10,680,5464,Application_648442257,2016-03-11T08:04:17.174000+00:00,2016-W10,0.0062192538,0.0189268118,0.328595,False
BPI Challenge 2017,Limit raise,500,10,690,5519,Application_1806137660,2016-03-11T16:56:36.812000+00:00,2016-W10,0.0059639487,0.0189268118,0.315106,False
BPI Challenge 2017,Limit raise,500,10,700,5581,Application_1679870829,2016-03-12T14:29:44.187000+00:00,2016-W10,0.0060334311,0.0189268118,0.318777,False
BPI Challenge 2017,Limit raise,500,10,710,5686,Application_1347914449,2016-03-14T11:42:48.821000+00:00,2016-W11,0.0057045458,0.0189268118,0.3014,False
BPI Challenge 2017,Limit raise,500,10,720,5815,Application_1301519272,2016-03-15T16:23:04.873000+00:00,2016-W11,0.0057510138,0.0189268118,0.303855,False
BPI Challenge 2017,Limit raise,500,10,730,5869,Application_130143551,2016-03-16T10:09:29.550000+00:00,2016-W11,0.0058693346,0.0189268118,0.310107,False
BPI Challenge 2017,Limit raise,500,10,740,5936,Application_271525117,2016-03-16T18:16:13.600000+00:00,2016-W11,0.006197934,0.0189268118,0.327468,False
BPI Challenge 2017,Limit raise,500,10,750,6026,Application_487063221,2016-03-17T18:47:57.153000+00:00,2016-W11,0.0061555788,0.0189268118,0.325231,False
BPI Challenge 2017,Limit raise,500,10,760,6124,Application_89201295,2016-03-18T19:12:24.004000+00:00,2016-W11,0.0062505294,0.0189268118,0.330247,False
BPI Challenge 2017,Limit raise,500,10,770,6247,Application_229066208,2016-03-21T08:48:06.739000+00:00,2016-W12,0.0058607577,0.0189268118,0.309654,False
BPI Challenge 2017,Limit raise,500,10,780,6328,Application_1244497545,2016-03-21T19:25:22.801000+00:00,2016-W12,0.0058970175,0.0189268118,0.31157,False
BPI Challenge 2017,Limit raise,500,10,790,6390,Application_848666574,2016-03-22T15:39:43.726000+00:00,2016-W12,0.006231852,0.0189268118,0.329261,False
BPI Challenge 2017,Limit raise,500,10,800,6440,Application_1383004327,2016-03-23T10:12:48.805000+00:00,2016-W12,0.0056485133,0.0189268118,0.29844,False
BPI Challenge 2017,Limit raise,500,10,810,6573,Application_1147387259,2016-03-25T09:29:09.078000+00:00,2016-W12,0.0055447854,0.0189268118,0.292959,False
BPI Challenge 2017,Limit raise,500,10,820,6633,Application_2136928337,2016-03-26T09:16:35.455000+00:00,2016-W12,0.0051207371,0.0189268118,0.270555,False
